dataset,subject,session,task,stage,n_trials,mu_ERD_C3,mu_ERD_Cz,mu_ERD_C4,beta_ERD_C3,beta_ERD_Cz,beta_ERD_C4,LI_mu,LI_beta
PhysionetMI,3,0,left_hand,early,7,-3.083672977060007,-2.31267141476541,-2.968439813478895,0.8992859155762164,1.7552586831883386,2.3867644826571057,-0.019040154664872223,0.4526645628687258
PhysionetMI,3,0,left_hand,mid,8,-0.5107447913875436,-0.9815345424802391,-2.3648022102176127,1.5145358311389652,0.8806122495736061,0.7694215420762986,0.6447668627204207,-0.3262382642517204
PhysionetMI,3,0,left_hand,late,8,-2.0210433313174265,-1.6026366680328237,-1.9684756140331467,-0.4163888518364843,-0.9372516146390203,-0.2413861918332985,-0.01317645510758703,-0.26605244709016485
PhysionetMI,3,0,right_hand,early,7,-1.858331909086578,-3.206954221064811,-5.25046059357778,-0.4299991584497834,-0.7896610880174305,-1.0367263023675597,-0.4771736807931643,-0.41366101572933306
PhysionetMI,3,0,right_hand,mid,7,-2.9503413147297195,-3.2492825873727047,-3.31752086435881,0.15042437259050226,0.434929307587583,1.1320447314708357,-0.05858130557722083,-0.7654144304698856
PhysionetMI,3,0,right_hand,late,8,-0.46349437137206106,-0.7660414923998606,-1.7429603383811565,0.65045894436205,0.7569262870301168,0.32576236277438275,-0.5798741126901256,0.3326055057537163
PhysionetMI,4,0,left_hand,early,7,1.19299482012119,1.8981752418206075,1.394366076450981,1.5354379033813201,2.4572541376919697,2.7514135815824408,0.07782882418783364,0.28365239207987164
PhysionetMI,4,0,left_hand,mid,8,2.1193481164191867,0.8841066351064044,1.9860945963518062,2.3497871013076637,3.3072198356760296,3.647773775417154,-0.032457771156533886,0.21641909115865487
PhysionetMI,4,0,left_hand,late,8,-1.795785006759432,-0.7683410130782681,0.07836866536807308,0.5001737870981775,1.7373965816483694,2.3025002665348353,-0.9163690080129765,0.6430738804965073
PhysionetMI,4,0,right_hand,early,7,-1.751627854997798,-2.304585678597853,-1.569285060907264,0.8502439368756995,1.553767636579638,2.2270002020717308,0.05490743018801485,-0.44739910225873397
PhysionetMI,4,0,right_hand,mid,7,1.1633254632987968,-0.03645869276486503,0.624606353197492,0.43204164429644515,1.511450054209758,2.2595580266322486,0.3013085315283459,-0.6789703543488872
PhysionetMI,4,0,right_hand,late,8,0.5616665418011527,1.318057555380217,-0.2112397164105842,0.25652861649214487,1.8745679557514103,1.427304864316431,0.45338852114012695,-0.6953040553998724
PhysionetMI,5,0,left_hand,early,7,-2.4969147553487714,-3.1101605868535787,-2.8250548207230106,-0.9051856261175849,-0.3612727452683306,-0.6093515451803422,0.06165763646030534,-0.19532969315221166
PhysionetMI,5,0,left_hand,mid,7,-1.6279242216346466,-2.6694480006327623,-1.9355061475731037,-1.8754233478107853,-1.391870530836124,-1.0394031561623138,0.08631624420006309,-0.2868164504847617
PhysionetMI,5,0,left_hand,late,7,0.026354073716628346,0.7121268732756781,-1.2471011493284618,-0.2437498832739002,-0.5079486810509097,-0.10962434225544973,0.9586101289786846,-0.3795566606974014
PhysionetMI,5,0,right_hand,early,8,-0.044874513533844085,-0.9178520651202631,-1.6227284542874636,-1.3841723132588273,-0.6620053492875471,-1.1536986906179814,-0.9461808183365472,0.09081376566767119
PhysionetMI,5,0,right_hand,mid,8,-2.8404656910296002,-2.7341099389525327,-2.7202259184351414,-1.217037764213234,-0.7773938802471844,-1.3279756270166527,0.02162316867020662,-0.043590286473819954
PhysionetMI,5,0,right_hand,late,8,0.520070212141669,-0.011708632381109474,0.16824310636252465,0.5781218981994808,1.1065533196744173,0.6102185002710189,0.5111438298821772,-0.027009602730706857
PhysionetMI,6,0,left_hand,early,8,-0.7728046503248216,0.2562389477043398,-0.3690994037032882,1.4472613604506053,2.2398641924272096,2.16130193125679,-0.3535369238750382,0.19787392185889457
PhysionetMI,6,0,left_hand,mid,8,-2.8949305460894146,-3.203028050262845,-3.675861663575016,1.6898629473069815,1.855506093867013,0.9264764043848557,0.11884885300999094,-0.29177657799951956
PhysionetMI,6,0,left_hand,late,8,1.106488456692477,0.005828250552966485,0.4820289262994996,3.411104268093312,2.0368541575315104,1.1653992423111206,-0.3931084022617406,-0.4907032236895925
PhysionetMI,6,0,right_hand,early,7,-4.617480212694659,-3.673212594259282,-3.3455674598106873,-0.8687480227229935,-2.4904342129956514,-2.2262642352937965,0.15972687910378922,-0.4386141634995227
PhysionetMI,6,0,right_hand,mid,7,-2.4358273446767043,-4.546440284136643,-4.679113408128993,-0.3857560611058335,-0.7753708082438433,-0.8719673839210839,-0.3152923040951077,-0.3865804718340482
PhysionetMI,6,0,right_hand,late,7,-2.550092393612823,-4.259794482963217,-3.730598244590836,1.1507169441711373,1.34050126501627,1.0644490176730506,-0.18795796815677102,0.03894422719743595
PhysionetMI,7,0,left_hand,early,7,-0.01955037483391881,0.0027261344278162497,-0.1717875537086738,-1.2969837376398063,-0.7475251568065093,0.8439984971072535,0.795645589112074,-0.21157823413049923
PhysionetMI,7,0,left_hand,mid,8,2.625648316606801,1.694990863080745,0.9587740033285217,0.6057238554826756,-0.2814814734045956,-0.48919893777628765,-0.46503290195680863,-0.10642295367654138
PhysionetMI,7,0,left_hand,late,8,0.18867307461869343,0.7873747114429972,2.7552806543424704,0.2281957920263341,-0.35819716162437376,-0.7020339107816855,0.8718233423558115,0.5093775411868803
PhysionetMI,7,0,right_hand,early,7,-1.1114295950766,-1.5332964602603947,-0.8669474760192575,-0.00960520200857719,0.1486107893004558,0.3915025323207177,0.12357710905025786,-0.9521066228022835
PhysionetMI,7,0,right_hand,mid,7,2.9166597109792085,4.886339017929743,3.4790646941795487,-1.4363123427997588,-0.8420957151608788,1.9088463191661706,-0.0879345243123214,-0.14125906245914996
PhysionetMI,7,0,right_hand,late,8,1.9272939977144579,2.159655520703938,2.449025207838697,-0.5780932080920196,-0.3619456476023658,-0.863189084248202,-0.11921690023483875,-0.1978071039041699
PhysionetMI,8,0,left_hand,early,7,-3.141325277056648,-5.232445781015224,-3.8457467346325402,-0.6986674161627017,-1.591218503445477,-4.05890086028566,0.10081783276276725,0.706292216710225
PhysionetMI,8,0,left_hand,mid,7,-4.051162954088861,-3.4057501176862606,-3.4632203302452056,-1.7940372186677778,-1.4630661219178793,-1.306303800008772,-0.07824229901466352,-0.1573160551438969
PhysionetMI,8,0,left_hand,late,8,0.01694394218696843,-0.23705981273738358,-0.22188907881240383,-0.8267630994036803,-0.2940005829730752,-1.0323320625253822,0.8581105567725247,0.11057473943851069
PhysionetMI,8,0,right_hand,early,7,-1.8173460651686686,-3.8071583147220736,-2.332559467158347,-0.19055211617755594,0.42359163569027675,-0.4904094370130811,-0.12415063378581967,-0.4403439804061586
PhysionetMI,8,0,right_hand,mid,8,0.937052196865657,1.0461868340506992,2.062320152075345,0.6121769655761305,-0.6504269412823758,-0.5679929186633869,-0.37516780989429,0.03743871751244965
PhysionetMI,8,0,right_hand,late,8,0.19370332758397,-0.19475493390077436,-0.3249093721304921,-1.5561158153251133,-1.6033044733879138,-1.5535425104763685,-0.25299427611155983,0.000827520125730086
PhysionetMI,9,0,left_hand,early,8,-1.7629183070197934,-1.188499793584868,-2.0846956788408093,0.8268888549871547,1.3913556116644985,0.6743131216477393,0.08363036754817374,-0.1016357130580326
PhysionetMI,9,0,left_hand,mid,8,1.0235597765229731,-0.5428130603988053,-0.28464708029934616,1.542132746945884,2.1621076377607547,1.083459907034025,-0.5648286372833056,-0.17469306947389443
PhysionetMI,9,0,left_hand,late,8,-1.0078281389400636,-0.5465279041193537,-0.8564336880606986,0.8995161063153986,0.9099702941665865,0.9901697365759906,-0.08120879196616361,0.04797285781740516
PhysionetMI,9,0,right_hand,early,7,-3.8010441438354805,-3.6931534430299595,-3.437068354472354,-0.020804535119383644,-0.857803141986817,-0.33032713202337266,0.05028600887983139,-0.8815000920385496
PhysionetMI,9,0,right_hand,mid,7,-1.1955789067682001,-0.36647824448896177,0.9096827118994761,0.45555607125865666,0.3776949562195642,0.10803252339588447,0.1358007918510644,0.6166262964845681
PhysionetMI,9,0,right_hand,late,7,-2.086507115110367,-1.4288345476763415,-0.7361326400911057,-0.07171767881625246,0.32174215426755265,0.25665788893665764,0.47840836668258263,-0.5631972298851586
PhysionetMI,10,0,left_hand,early,8,0.4340332760326022,-1.347437531377727,-2.432595076605555,-1.2410258570809514,-0.5573123258773665,-1.1106067763672796,0.6971820392181906,-0.055458951733645796
PhysionetMI,10,0,left_hand,mid,8,-0.33317805528963546,-2.491733106309309,-2.251374867928141,2.1004832308905463,1.5257929680934763,-0.11842144284255995,0.742177416994172,-0.8932613516529967
PhysionetMI,10,0,left_hand,late,8,-1.5526431365486748,-2.497670628809588,-2.195444751629601,-0.17841461363650585,0.6868745438647618,0.9764220505961766,0.17150121188683065,0.6910132503369188
PhysionetMI,10,0,right_hand,early,7,-1.210771967070285,-0.86241014360021,-1.9420465370405142,-0.9988115471840727,-1.0213347662389844,-0.3055853382391959,-0.23194312296022038,0.5314534377471541
PhysionetMI,10,0,right_hand,mid,7,-0.3065018390987627,-0.8020396813390728,0.21946916067967617,2.6420554854394314,2.5975583370256095,1.9333761263558407,0.16547048878312373,0.15488797980427568
PhysionetMI,10,0,right_hand,late,7,-1.3162170624807839,-1.4037112036057824,-0.323992126023252,1.2417867337158188,1.2331269687188389,1.3191374545507366,0.6049380429105493,-0.03020422126875811
PhysionetMI,11,0,left_hand,early,7,-5.970350660103995,-5.514047479141361,-5.103449041503739,0.2206030551021961,-0.321046828999343,-0.8437691174052054,-0.07828402553410795,0.5854775974037182
PhysionetMI,11,0,left_hand,mid,8,-3.8410747163750907,-5.031937527505607,-5.11516426704613,0.4775807073907467,0.9218531531955207,0.46089941859574474,0.14225720785582993,-0.01777479174369014
PhysionetMI,11,0,left_hand,late,8,-3.3008053871382153,-2.0317051480109205,-2.81288931797162,-0.16998914947391366,-0.10838318141349743,0.09615083861511631,-0.07980707128846234,-0.27744162532274835
PhysionetMI,11,0,right_hand,early,7,-4.440360175228304,-4.63610427577257,-3.8595923847446207,-2.1503234079782807,-1.8028223911088166,-1.799423930984983,0.0699724228888337,0.08884099332931059
PhysionetMI,11,0,right_hand,mid,7,-1.7851613784236253,-1.2597350912074738,-1.4842775928838763,-0.1335483173929934,0.6275781157963702,0.9208482233521449,0.09202917937306557,-0.7466829371450416
PhysionetMI,11,0,right_hand,late,8,-0.7483764668768296,-1.7905632860277665,-1.9621710256975995,-0.9426595914701358,-0.566548672450891,-0.487760923798339,-0.4478042027103276,0.31801743810030375
PhysionetMI,12,0,left_hand,early,7,2.199729728408932,0.9603640509524176,0.2933977964920456,1.2384333226924944,0.20475643976188515,0.532676202821403,-0.7646347460676334,-0.3984830467592409
PhysionetMI,12,0,left_hand,mid,7,-3.3931468117919903,-1.8847259001338867,-2.0480621715588536,0.23353977233186715,-0.488743366910996,-0.8592532728997391,-0.24720326757322914,0.5725818839149533
PhysionetMI,12,0,left_hand,late,7,-2.298688899873398,-3.1231915420479983,-4.813172626648259,0.6081153141308702,-0.01566431302242461,-0.26334746333929265,0.35356196368529,-0.3956197094182622
PhysionetMI,12,0,right_hand,early,8,0.7401147233632474,0.922640056259246,0.12886308491868204,-1.5569938530047867,-0.5431641222874621,0.21101843582857582,0.7034145551462139,0.7612930213648933
PhysionetMI,12,0,right_hand,mid,8,-0.32637082907287945,0.36180423787292343,0.7096742366517048,-0.6362452492297143,-0.39645849202013533,0.3897634940211976,-0.3699678906445565,0.24023358166280187
PhysionetMI,12,0,right_hand,late,8,-0.43245760838440345,-1.0579966022909406,-2.036012834969705,-1.794898927751492,-2.1600896980592768,-1.0645518921981676,-0.6496149187860732,0.25541514141732363
PhysionetMI,13,0,left_hand,early,7,-3.32475158723255,-2.629398208680812,-3.8657057174729137,-0.8767118153180393,-0.0033075731752638987,-0.9341354471172568,0.0752322289552239,0.03171091951840931
PhysionetMI,13,0,left_hand,mid,8,-1.7250965341363345,-2.334387276871426,-2.3445691493945,2.123442699304461,1.7021181459341577,1.0908349466090057,0.15221707713364604,-0.3212565516884581
PhysionetMI,13,0,left_hand,late,8,-5.34880213689588,-5.138598361546118,-5.0949914224302635,0.34290602615340193,1.4344620374392067,0.001893648090465494,-0.02430254035794945,-0.9890159519749072
PhysionetMI,13,0,right_hand,early,7,-3.104806435438403,-3.79695350033039,-2.0328892339841564,1.1368008283648818,1.9647841957437804,0.2768727433099703,0.20863773769899505,0.6082932455447337
PhysionetMI,13,0,right_hand,mid,7,-0.83703958365226,-0.33408966888794567,-0.8952339394962904,-1.5540496451796992,-0.5086765905960187,-0.2239877566072441,-0.03359420730408513,0.7480505681352547
PhysionetMI,13,0,right_hand,late,8,-0.8937884924337822,-0.677282632635422,1.1043230625390597,-0.14644966993045952,1.2651411192450337,1.9026883284831673,-0.10536677473352532,-0.8570621695133895
PhysionetMI,14,0,left_hand,early,7,0.6913891367536049,1.0034523608045665,1.6588712570239024,2.5994092570236096,2.406179158398388,2.6905193608419,0.4116489061517523,0.01722331441497852
PhysionetMI,14,0,left_hand,mid,7,2.612058930872824,3.767997385740954,2.281527971153774,2.229984272150692,1.5779106884504743,1.0869889247763334,-0.0675436987912008,-0.3445898653728268
PhysionetMI,14,0,left_hand,late,8,2.1352610835002466,2.730806041168917,1.6287548813262351,0.6385408706144637,0.5484476028239773,1.0937707199883593,-0.13456537031382146,0.2627875099626166
PhysionetMI,14,0,right_hand,early,7,-1.5047998900537702,-1.119242333563683,-1.172764641055043,-0.9951704572067488,-0.2017020301783607,2.004094507567848,0.12400644135408655,-0.33639043639377914
PhysionetMI,14,0,right_hand,mid,8,0.8834307300718833,0.6645982782199793,0.2821824145398949,-0.4537001032232214,0.5452916909251603,1.2147737812933457,0.5158214955891233,-0.4561495898334914
PhysionetMI,14,0,right_hand,late,8,1.7059907101330443,3.211405417811381,2.3465721252578984,0.6985917237352385,1.8902558741311841,0.6178266279960758,-0.15806822525505854,0.061352149666512035
PhysionetMI,15,0,left_hand,early,7,1.0378234602378262,0.8736760829747633,0.22174073389608684,1.462428728630965,1.3479606631818635,1.1558291627870483,-0.6479088006331307,-0.11710059839745829
PhysionetMI,15,0,left_hand,mid,8,0.3750213405806275,1.0881038173840945,-0.6634657983333607,0.8706257880736584,1.3009555535716557,0.5030279247999326,0.2777544824044502,-0.2676059183101801
PhysionetMI,15,0,left_hand,late,8,-2.23773045979321,-1.5317343873215175,-1.685333117732672,1.2888590532516797,1.3061821531575117,1.4992063139720908,-0.14080764462372358,0.07544559865533762
PhysionetMI,15,0,right_hand,early,7,0.486654685976512,0.10846987071845336,-2.082721225351026,-1.0459060817675279,-0.25127228460260004,-0.9230238903536464,-0.6211884109047565,0.062410645961927025
PhysionetMI,15,0,right_hand,mid,7,-0.810822450190429,1.3408002504802976,-0.14506866178857747,0.34235058885923586,1.4255987517275561,1.822009469318619,0.6964745043224891,-0.6836472863508154
PhysionetMI,15,0,right_hand,late,8,-0.4944377515472606,-0.4016211184782757,-0.4743430340036182,-0.6305036649977472,0.314721069483867,0.705255981744678,0.020742275077447903,-0.055962400817566565
PhysionetMI,16,0,left_hand,early,7,3.1421179343281045,0.44667482929825103,0.15580398574318693,0.26346179396302893,0.775108622761271,0.10681880829009957,-0.9055138420379469,-0.4230385948379932
PhysionetMI,16,0,left_hand,mid,7,1.0532453191321898,1.3796745113857636,2.5454178770587026,3.4018949266315572,2.797551630514114,1.4694734058751238,0.4146463496517111,-0.3966896750264948
PhysionetMI,16,0,left_hand,late,8,0.1287923302487778,-0.5104435638028213,0.2542542182826385,-0.3286393526501358,-0.6538000603683161,-0.2623253509838382,0.32753692342321344,-0.11221313431837464
PhysionetMI,16,0,right_hand,early,7,-1.20975113134525,-0.7852660895830414,-0.7034556431463271,1.3851448001132052,0.5271749257576582,-0.5576723527882702,0.2646318709243896,0.4259137027327337
PhysionetMI,16,0,right_hand,mid,8,0.8670683401518843,0.5703346791178355,0.15781556206993114,1.4707997309486514,1.7475320875848617,1.3064221794220532,0.6920323136546345,0.05918776274693044
PhysionetMI,16,0,right_hand,late,8,2.3181713016275416,2.9290644223583646,2.912720909624105,2.896835379234513,0.9300377315667572,0.89638130781377,-0.11366122336026876,0.5273766927819274
PhysionetMI,17,0,left_hand,early,7,1.0539492721135155,0.3240977033187113,0.036874352855872594,-0.9926143297066018,-1.4157867769908132,-1.5857843339744702,-0.9323917230763912,0.23005364244993223
PhysionetMI,17,0,left_hand,mid,8,0.07160261143811109,1.374758171566352,0.6058859168814457,0.5094053967579105,1.3669629719797303,0.28776852016742194,0.7886233981977103,-0.2780282594359497
PhysionetMI,17,0,left_hand,late,8,-0.5025867780850399,0.9649948223508094,1.4865762763334307,-1.682194505588697,-1.6463660767483161,-0.5526260573180827,0.4946751328719298,-0.50544033244504
PhysionetMI,17,0,right_hand,early,7,0.255095944772106,1.5455308079209682,1.112383802901067,-0.3770175945029083,-0.034597033667677066,1.0779022030166356,-0.6269108259831081,-0.481734188859515
PhysionetMI,17,0,right_hand,mid,7,5.343872338648821,4.037173098967473,2.8228524333706235,-0.5494682052820156,-0.03052075240291133,-0.18510931540283188,0.30869411859153506,0.4960114890794527
PhysionetMI,17,0,right_hand,late,8,0.9972484592982506,0.7917054082827735,1.5052014696196094,0.39784925903244983,0.5044823901917903,0.052656605574231435,-0.20298228725839648,0.7662334290799795
PhysionetMI,18,0,left_hand,early,7,-3.137862559678225,-3.7332368624393797,-3.527507031733014,1.957848841314394,2.0341954119220866,2.391713488773416,0.05845804448066486,0.09974903554267797
PhysionetMI,18,0,left_hand,mid,7,0.3696947440316786,-0.6206744517604365,-0.18958462867724732,2.189151226711751,1.393004409465416,1.3058526730175295,-0.322039617663798,-0.2527317791441208
PhysionetMI,18,0,left_hand,late,8,0.16889749891767403,-0.5010546493998829,-0.4889379733024378,4.138537855174424,5.0302556148186826,4.548681355027237,0.4865053465491417,0.04721228852740003
PhysionetMI,18,0,right_hand,early,7,-4.005625556056833,-3.859990660237546,-3.514845686178858,-1.6207865225976446,-0.777169835120176,-0.16713557677184385,0.06525919108921098,0.8130393076624711
PhysionetMI,18,0,right_hand,mid,8,-1.9924908087315074,-3.0393578872298055,-3.5112301951566716,0.9142660155679166,1.529605375300591,1.1224379111567984,-0.27594774250951853,-0.10221019012991703
PhysionetMI,18,0,right_hand,late,8,0.15182930132124794,0.07701756565182105,-0.43785148090437354,1.4285310853563549,2.216039441755922,2.3943711662624656,-0.485045787830489,-0.2526457694535932
PhysionetMI,19,0,left_hand,early,7,-3.3711216677007854,-4.016708885794048,-4.937343986138287,-1.559930398909491,-0.7860154891051484,-1.2986907141629442,0.1885092126142209,-0.09138660718340787
PhysionetMI,19,0,left_hand,mid,8,2.1971435453537524,1.424169397420259,-0.5474717930149279,0.3373401858128115,0.9865566665608096,-0.36782952123428914,-0.6010575432108973,0.04323687633882031
PhysionetMI,19,0,left_hand,late,8,-2.8341357569595407,-2.8108084861372524,-3.6934383342335435,1.6475537462597873,1.5907584096268428,1.6541600121206415,0.1316419492554458,0.002000859657832557
PhysionetMI,19,0,right_hand,early,7,-2.530322196930033,-1.497956204000145,-1.6125588719719148,1.044861816145623,0.7420120243560773,1.2598503007532458,0.22152779905925885,-0.0932821427158994
PhysionetMI,19,0,right_hand,mid,7,-0.902881900606039,-1.593131255034194,-4.2616722911225695,-0.017807503352611814,1.1610330667667774,1.1518596858189187,-0.6503543705468066,-0.9695511620442655
PhysionetMI,19,0,right_hand,late,8,-1.0922552146999882,0.9940246867936445,-0.9543016174869263,1.439613932538135,2.2738615744011423,2.9511945998837916,0.0674076551617905,-0.3442602099782027
PhysionetMI,20,0,left_hand,early,7,-2.604413097803803,-1.9030742775728797,-1.151762458329839,-1.8356232277315938,-1.056199539033101,-1.5269992998077282,-0.3867366202045216,-0.09178072334800791
PhysionetMI,20,0,left_hand,mid,8,0.4222756496515392,0.5152974516684565,1.5099654465079522,1.4985713114933643,1.4326092099426742,0.5181980927672091,0.5629161904372583,-0.48611071580868137
PhysionetMI,20,0,left_hand,late,8,-0.9857101476038614,-0.013095529090244806,-2.2350873327690475,-1.5620674283943892,-1.7743618203043632,-1.5388028908328362,0.38790926557124955,-0.007502583199722717
PhysionetMI,20,0,right_hand,early,7,-1.0017564903433147,-2.4101818514307363,-2.422979574186211,-0.9368858772245411,0.06364283180474407,-1.2296593569178518,-0.4149876244662192,-0.1351337950759207
PhysionetMI,20,0,right_hand,mid,7,3.115849876632164,1.128933365679517,0.3781933934332397,3.3416625225520256,1.7159529317953124,2.911027095253782,0.7835210590130096,0.06887203005758057
PhysionetMI,20,0,right_hand,late,8,0.3980332766936379,0.9123428461421924,2.252677650521772,-1.2173365818012447,-0.449480822861587,-0.07802949597767211,-0.6996780957086296,0.8795251823925103
PhysionetMI,21,0,left_hand,early,8,0.9818752693062768,1.0598225932519387,-0.925136767767037,1.239610560386246,1.4330990874285752,0.6672170688411317,-0.029752566022769416,-0.30018103512431316
PhysionetMI,21,0,left_hand,mid,8,-1.6448256878489744,-1.781056602211458,-0.0970004199875294,1.0391989802030843,0.6204741573092019,2.3013825327423634,-0.8886221540128226,0.3778334842745359
PhysionetMI,21,0,left_hand,late,8,5.25652348546865,5.468953291478418,3.694494094068311,2.79551291338627,2.6690368142377423,3.1465167729156143,-0.17450858268576241,0.05907137427106946
PhysionetMI,21,0,right_hand,early,7,6.311641587717346,4.557524475709819,2.0416823867732323,3.0834138332959484,1.904797256802825,1.0845439926828713,0.5111688728922444,0.47958015029666345
PhysionetMI,21,0,right_hand,mid,7,1.2034305189154053,0.8709480062772335,0.32775737878770744,1.5421201742159696,1.6936764612190593,2.321549731888042,0.5718913671152102,-0.20173295768375346
PhysionetMI,21,0,right_hand,late,7,1.4596566965614433,1.092662709573149,0.48180914125599006,2.265680422772069,2.381456758832711,2.2874301058505178,0.5036645694496148,-0.004776884492858656
PhysionetMI,22,0,left_hand,early,7,1.4125939218925867,0.7031311042195121,0.32328917755424635,0.3916526122752208,1.578630100333438,0.7336371512239612,-0.6275219481573757,0.3039079800080213
PhysionetMI,22,0,left_hand,mid,7,0.8471847124520379,1.0611376380618454,0.025669871264449893,-0.8644313540322253,-0.32588307614165923,-0.5148551293402486,-0.9411817919196774,-0.25344714742453855
PhysionetMI,22,0,left_hand,late,8,-1.6958229334756092,-0.16278775896089137,-0.8041995398691335,1.267666927409683,1.3472231691533103,0.8150111410820391,-0.3566461514298254,-0.21734313774930072
PhysionetMI,22,0,right_hand,early,7,-0.6792126795767727,-0.4800271862101092,0.5403482256106945,-0.5435396473499288,-0.5508155115714469,-0.49154691737150974,0.11386430425525353,0.05023032058426076
PhysionetMI,22,0,right_hand,mid,8,-0.21179866812030418,-0.34292209769357157,0.36895112076820546,-0.3572976754436542,-1.050837529412245,-0.6171177190924892,-0.2706026857946407,-0.2666419733367602
PhysionetMI,22,0,right_hand,late,8,-3.322648434517051,-2.808575623649674,-2.272951345878318,0.048772380444339264,-0.7565615659901215,-1.0344256165919303,0.18759331078616998,-0.9099474323664094
PhysionetMI,23,0,left_hand,early,7,0.4999797474089552,0.8907482603597767,0.364320985223363,0.37591185100855234,0.9653388410849951,0.27079473605043486,-0.1569578238958901,-0.16254220547861772
PhysionetMI,23,0,left_hand,mid,7,-1.5345872486956842,-1.2344899150932178,-1.493766322441225,-1.4273931948058818,-1.3691822341403501,-2.7405244122597066,-0.013479577366236714,0.3150569040107133
PhysionetMI,23,0,left_hand,late,8,-2.599464464369885,-1.4249796107067914,-0.2751589267828606,0.8459526274338358,0.7891091518612047,1.2426564681720853,-0.8085600168497066,0.18993685394401805
PhysionetMI,23,0,right_hand,early,7,-0.34536284367570846,-0.7370578801497614,-0.5830078157978095,-1.3600451091579226,-0.624025497364004,-0.21405625951525556,-0.25598070091623776,0.7280273510013079
PhysionetMI,23,0,right_hand,mid,8,-1.0187316379727833,-0.24033772754303423,0.3396421556702046,-0.5167493306141643,-0.7443562699750763,-0.20276225401303713,0.49992828592588345,0.43638918859633424
PhysionetMI,23,0,right_hand,late,8,1.5157090640415023,0.8008824215306769,1.7325456231686784,-0.41019458375570245,-0.7752065499429994,1.7864228083487035,-0.0667547898817657,-0.6265215915797449
PhysionetMI,24,0,left_hand,early,7,-4.804746484067109,-5.256852430853823,-2.9649388405647605,0.2320228827520701,-0.32615719740306115,0.015236951519416524,-0.23679307032804692,-0.8767535247743744
PhysionetMI,24,0,left_hand,mid,7,-0.25616069727358076,-0.24520741416106503,-0.22442232295298023,0.7224543268847015,1.2392988448433717,0.5616920760574563,-0.06604139760418112,-0.12518997090901515
PhysionetMI,24,0,left_hand,late,8,-0.8996800265061498,-1.3673673526689907,0.28552570420604656,0.7396607447275573,-0.9958391298500154,-0.25133006335475616,-0.5181837265763595,-0.4927701421547792
PhysionetMI,24,0,right_hand,early,7,-2.29443510561912,-2.5108625390172046,-2.750183183155737,-2.423865765040857,-2.316083798630479,-2.276432886522042,-0.0903434217313795,0.03136670442627987
PhysionetMI,24,0,right_hand,mid,8,0.39008067118966594,-0.07818462640482282,0.033750799503314916,0.15067827059513453,1.2279052646672868,0.6202923962356272,0.8407348116545896,-0.60912061359084
